person_id,name,title,organization,type,tickers,age,born,pay,exercised,unexercised
PER-0271,Andy  Zolper,Chief information officer,,executive,RJF,<NA>,<NA>,<NA>,0,0
PER-0272,Andy Francis Bessette,Executive VP & Chief Administrative Officer,,executive,TRV,71,1954,,0,0
PER-0273,Aneel  Bhusri,Co-Founder & Executive Chairman of the Board,,executive,WDAY,59,1966,3759040,0,0
PER-0274,Angel Shelton Willis J.D.,"Executive VP, Global General Counsel & Corporate Affairs Officer",,executive,KHC,53,1972,,0,0
PER-0275,Angela  Kralovec,Senior Vice President of Investment Management,,executive,ESS,<NA>,<NA>,<NA>,0,0
PER-0276,Angela  Main,"Senior VP, Global Chief Compliance Officer & Associate General Counsel of Asia Pacific",,executive,ZBH,,,,0,0
PER-0277,Angela  Ogbechie,Chief Supply Chain Officer,,executive,DECK,47,1978,,0,0
PER-0278,Angela  Sanchez,Vice President of Communications,,executive,NI,,,,0,0
PER-0279,Angela  Yang,Director of Investor Relations,,executive,ABNB,,,,0,0
PER-0280,Angela C. Hilt,"Executive VP, Chief Legal & External Affairs Officer and Corporate Secretary",,executive,CLX,52,1973,1446237,0,18822
PER-0281,Angela C. Williams,VP & Chief Accounting Officer,,executive,CSX,50,1975,,0,0
PER-0282,Angela D. Kolar,VP & Chief Compliance Officer,,executive,NSC,,,,0,0
PER-0283,Angela G. Mago,Chief Human Resources Officer,,executive,KEY,59,1966,1723000,86924,417953
PER-0284,Angela Geryak Wiczek,Senior Director of Corporate Communications,,executive,PODD,,,,0,0
PER-0285,Angela K. Freeman,Chief Human Resources & ESG Officer,,executive,CHRW,57,1968,735596,0,173737
PER-0286,Angela K. Gosman,Executive VP & Chief Human Resources Officer,,executive,PPL,56,1969,,0,0
PER-0287,Angela L. Kleiman,"President, CEO & Director",,executive,ESS,54,1971,5161723,808000,1324681
PER-0288,Angela S. Enyard,Senior Vice President & Chief Accounting Officer,,executive,BF.B,36,1989,,0,0
PER-0289,Angie  Park,Chief Financial Officer,,executive,ACN,53,1972,2031116,0,0
PER-0290,Anil  Bhatt,Executive VP and Chief Information & Digital Officer,,executive,NSC,,,1571894,0,0
PER-0291,Anil D. Chadha,Head of Corporate Finance & Controller,,executive,RF,46,1979,,0,0
PER-0292,Anil K. Gupta,Vice President of Investor Relations,,executive,COIN,,,,0,0
PER-0293,Anil S. Chakravarthy,President of Digital Experience Business,,executive,ADBE,57,1968,1629407,0,0
PER-0294,Anirudh  Devgan Ph.D.,"CEO, President & Director",,executive,CDNS,55,1970,1940728,22336990,88129872
PER-0295,Anita  Gonzales,"Chief Accounting Officer, VP & Controller",,executive,RVTY,49,1976,,0,0
PER-0296,Anita  Liskey,Senior Managing Director of Corporate Marketing & Communications,,executive,CME,60,1965,,0,0
PER-0297,Anita A. Zielinski,"Senior VP, Chief Accounting Officer & Controller",,executive,BAX,52,1973,,0,0
PER-0298,Anita C. Elliott,Senior VP & Chief Accounting Officer,,executive,DG,60,1965,,0,0
PER-0299,Anita J. Ryan,Chief Human Resources Officer,,executive,ULTA,61,1964,943147,814086,46566
PER-0300,Anita Z. Graham,Executive VP & Chief Human Resources Officer,,executive,LH,54,1971,1576023,0,21765
PER-0301,Anju  Rao,Chief Science Officer,,executive,MKC,,,,0,0
PER-0302,Ankur  Vyas,Head of Corporate Finance & Strategy,,executive,TFC,,,,0,0
PER-0303,Ankush  Kaul,President of Provation & Group President of Healthcare Productivity and Quality (HPQ) Group,,executive,FTV,,,,0,0
PER-0304,Ann  Humphrey,Chief Human Resources Officer,,executive,HWM,,,,0,0
PER-0305,Ann  Minooka,Chief Marketing Officer,,executive,SNPS,,,,0,0
PER-0306,Ann A. Adams Ph.D.,Chief Human Resources Officer,,executive,NSC,54,1971,636550,319316,30381
PER-0307,Ann D. Janssen,Executive VP & CFO,,executive,EOG,60,1965,1584151,233553,1623891
PER-0308,Ann H. S. Nicholson,Vice President of Investor Relations,,executive,GLW,,,,0,0
PER-0309,Ann M. Dennison,Executive VP & CFO,,executive,CI,54,1971,,0,0
PER-0310,Ann M. Miller,Executive VP & Global Sports Marketing,,executive,NKE,50,1975,1137914,0,0
PER-0311,Ann M. Schmidt,Chief Communications & Brand Officer and Senior VP of Communications & Brand,,executive,BA,,,,0,0
PER-0312,Ann Mary Kappler,"Executive VP, General Counsel & Head of Corporate Affairs",,executive,PRU,67,1958,,0,0
PER-0313,Ann N. Cathcart Chaplin,"Executive VP, General Counsel & Corporate Secretary",,executive,QCOM,52,1973,1912775,0,0
PER-0314,Ann-Marie  Campbell,Senior Executive Vice President,,executive,HD,59,1966,2327405,12964917,3423754
PER-0315,Anna  Brackin,Chief Compliance Officer,,executive,RF,,,,0,0
PER-0316,Anne  Spangenberg,President of Fashion Lifestyle,,executive,DECK,57,1968,2420288,0,0
PER-0317,Anne E. Robinson,Senior VP & Chief Legal Officer,,executive,IBM,54,1971,1945090,0,0
PER-0318,Anne M. Liddy,General Counsel,,executive,HOLX,49,1976,,0,0
PER-0319,Anne M. Morrison,"Executive VP, Chief Administrative Officer, General Counsel & Secretary",,executive,ESS,44,1981,1722930,257100,330218
PER-0320,Anne T. Madden J.D.,Senior VP of Portfolio Transformation & Senior Advisor,,executive,HON,60,1965,2064651,0,18448220
PER-0321,Anne-Marie  Megela,VP & Global Head of Investor Relations,,executive,KHC,,,,0,0
PER-0322,Anne-Marie  Motte,Executive VP of Marketing - Latin America,,executive,CL,<NA>,<NA>,<NA>,0,0
PER-0323,Annette F. Favorite,Chief Human Resources Officer & Senior VP,,executive,WST,60,1965,545778,0,7344407
PER-0324,Annie Shea Weckesser,Senior VP and Chief Marketing & Communications Officer,,executive,INTC,,,,0,0
PER-0325,Anoori  Naughton,Vice President of Investor Relations,,executive,HSY,,,,0,0
PER-0326,Anoushka  Healy,Executive VP & Chief Strategy Officer,,executive,NWS;NWSA,,,,0,0
PER-0327,Anthony  Luscri,Vice President of Investor Relations,,executive,FTNT,,,,0,0
PER-0328,Anthony  Mignone,President of New Jersey & New York Markets,,executive,LEN,<NA>,<NA>,<NA>,0,0
PER-0329,Anthony  Vidovich,Executive VP & General Counsel,,executive,EG,,,,0,0
PER-0330,Anthony G. Capuano Jr.,"President, CEO & Director",,executive,MAR,59,1966,6459666,4586596,25914284
PER-0331,Anthony J. Sanzio,Executive VP & Chief Communications Officer,,executive,CPB,58,1967,,0,0
PER-0332,Anthony L. Carano,President & COO,,executive,CZR,43,1982,2555693,0,0
PER-0333,Anthony L. Shoemaker,"Chief Legal Officer, General Counsel & Corporate Secretary",,executive,KDP,42,1983,,0,0
PER-0334,Anthony P. Broersma,Executive Vice President of Operations,,executive,FAST,45,1980,,0,0
PER-0335,Anthony P. DiSilvestro,Chief Financial Officer,,executive,KDP,66,1959,,0,0
PER-0336,Anthony Paul J. Smurfit,"President, Group CEO & Director",,executive,SW,62,1963,4261360,0,0
PER-0337,Anthony S. Leopold,Senior VP and Chief Technology & Strategy Officer,,executive,URI,48,1977,,0,0
PER-0338,Anthony W. Barbee,Area President of North Area,,executive,PHM,<NA>,<NA>,<NA>,0,0
PER-0339,Antonella B. Franzen,Senior VP & CFO,,executive,DD,49,1976,1410952,0,0
PER-0340,Antonio  Fernandez,VP and Chief Ethics & Compliance Officer,,executive,FE,,,,0,0
PER-0341,Antonio Fabio Neri,"CEO, President & Director",,executive,HPE,58,1967,3729117,1977146,0
PER-0342,Antonio J. Lucio,Chief Marketing & Corporate Affairs Officer,,executive,HPQ,66,1959,,0,0
PER-0343,Anurag  Maheshwari,CFO & Executive VP,,executive,MMM,51,1974,4116023,0,0
PER-0344,Anurag  Saha,Chief Accounting Officer,,executive,CRWD,45,1980,,0,0
PER-0345,Aparna  Raman,Chief Strategy & Marketing Officer,,executive,SLB,50,1975,,0,0
PER-0346,April  Miller Boise J.D.,"Executive VP, Chief Legal Officer & Corporate Secretary",,executive,INTC,56,1969,1343100,0,0
PER-0347,Arden McIntyre Hoffman,Senior VP & Chief People Officer,,executive,GM,54,1971,,0,0
PER-0348,Ari  Bousbib,CEO & Chairman,,executive,IQV,64,1961,5786243,7918554,78359752
PER-0349,Ariane  Gorin,CEO & Director,,executive,EXPE,51,1974,1958361,4436410,0
PER-0350,Ariel  Kelman,President & Chief Marketing Officer,,executive,CRM,,,,0,0
PER-0351,Ariel  Sella,Co-Founder,,executive,CDNS,,,,0,0
PER-0352,Ariel Zev Emanuel,Executive Chair & CEO,,executive,TKO,65,1960,15625407,0,0
PER-0353,Aristotle N. Balogh,Advisor,,executive,ABNB,61,1964,1124095,44511732,2928653
PER-0354,Arkadiy  Dobkin,Executive Chairman,,executive,EPAM,65,1960,1630478,21658550,28125092
PER-0355,Armando  Pimentel Jr.,Chief Executive Officer of Florida Power & Light Company,,executive,NEE,62,1963,3259155,5377692,17471824
PER-0356,Armando Lins Netto,Group President of Vehicle Payments in Brazil & USA,,executive,CPAY,57,1968,1029656,20447724,5845656
PER-0357,Armani  Vadiee,"General Counsel, Chief Compliance Officer & Secretary",,executive,TDG,44,1981,,0,0
PER-0358,Arnold  Li,"Senior VP and GM of Industrial Technologies & Services, Asia-Pacific, Global Air ,Gas Solutions",,executive,IR,,,,0,0
PER-0359,Aron M. Odom,Senior VP & Corporate Controller,,executive,DHI,51,1974,,0,0
PER-0360,Arthur  Bochner,Executive VP & Chief Communications Officer,,executive,NWS;NWSA,,,,0,0
PER-0361,Arthur  Fogel,Chairman of Global Music Group & President of Global Touring Division,,executive,LYV,71,1954,,0,0
PER-0362,Arthur  Lee,Finance Manager,,executive,MPWR,<NA>,<NA>,<NA>,0,0
PER-0363,Arthur Crosswell  Butcher,Executive VP and Group President of MedSurg & Asia Pacific,,executive,BSX,54,1971,1705126,943181,10180577
PER-0364,Arthur L. Adams Jr.,Senior Vice President of Sales & Marketing,,executive,CSX,,,,0,0
PER-0365,Arun D. Rajan,Chief Strategy & Innovation Officer,,executive,CHRW,56,1969,2078819,0,0
PER-0366,Arvind  Krishna,"CEO, President & Chairman",,executive,IBM,62,1963,5782161,0,10077852
PER-0367,Asad  Ayaz,Chief Marketing & Brand Officer,,executive,DIS,,,,0,0
PER-0368,Ashima  Ghei,"Corporate VP, Executive Officer & Chief Finance Officer",,executive,BR,45,1980,1073174,0,242890
PER-0369,Ashish  Kohli C.F.A.,Vice President of Investor Relations,,executive,GM,56,1969,,0,0
PER-0370,Ashlee  Knuckey,"Chief Risk, Ethics & Compliance Officer",,executive,CNC,,,,0,0
PER-0371,Ashley A. McEvoy,"CEO, President & Director",,executive,PODD,54,1971,,0,0
PER-0372,Ashok  Elluswamy,Executive Officer,,executive,TSLA,<NA>,<NA>,<NA>,0,0
PER-0373,Ashraf K. Malik,Senior Vice President of Manufacturing & Distribution,,executive,CF,59,1966,1175229,0,0
PER-0374,Ashwani Kumar Galhotra,Chief Operating Officer,,executive,F,60,1965,2160312,170586,0
PER-0375,Atish  Banerjea,Chief Information Officer,,executive,META,59,1966,,0,0
PER-0376,Ato  Garrett,Senior VP & Investor Relations Officer,,executive,NDAQ,,,,0,0
PER-0377,Attiganal Narayanaswam Sreeram,Executive Officer,,executive,DOW,57,1968,1461265,0,0
PER-0378,Aude  Gandon,Chief Digital & Marketing Officer,,executive,EL,,,,0,0
PER-0379,Audrey  Grimm,Senior VP & Chief People Officer,,executive,CTVA,44,1981,,0,0
PER-0380,Audrey Boone Tillman Esq.,"Senior EVP, & General Counsel",,executive,AFL,60,1965,2334721,2542299,1438410
PER-0381,August  Specht Ph.D.,Senior VP & Chief Technology Officer,,executive,A,,,,0,0
PER-0382,Aunoy  Banerjee,Executive VP & CFO,,executive,CFG,47,1978,,0,0
PER-0383,Autumn  Gagarinas,Chief People & Workplace Transformation Officer,,executive,ALB,<NA>,<NA>,<NA>,0,0
PER-0384,Ava A. Harter J.D.,"Senior VP, Chief Legal Officer & Secretary",,executive,LRCX,55,1970,1685283,0,121162
PER-0385,Ava M. Hahn J.D.,"Senior VP, General Counsel & Corporate Secretary",,executive,AMD,52,1973,2978858,0,0
PER-0386,Avery H. Nelson III,Executive VP & COO,,executive,GLW,56,1969,2477373,0,841832
PER-0387,Avery S. Fischer,Chief Legal Officer & Secretary,,executive,RL,58,1967,,0,0
PER-0388,Avi  Saxena,Chief Technology Officer,,executive,WBD,,,,0,0
PER-0389,Avinash Deepak Satwalekar CFA,President of India,,executive,BEN,,,,0,0
PER-0390,Avrohom J. Kess,Vice Chairman & Chief Legal Officer for Travelers,,executive,TRV,56,1969,3927500,0,17242438
PER-0391,Axel R. J. Beck,Executive Vice President of Food Equipment,,executive,ITW,59,1966,1347658,0,2544561
PER-0392,Ayesha Khanna Molino,Chief Operating Officer,,executive,MGM,44,1981,,0,0
PER-0393,Azita  Saleki-Gerhardt Ph.D.,Executive VP & COO,,executive,ABBV,62,1963,4065398,6071501,25844510
PER-0394,B. Travis Smith,"Executive VP of Additives & Functional Products, Manufacturing, WWE&C and HSE",,executive,EMN,51,1974,1523484,0,403855
PER-0395,Baaziz  Achour,"Executive VP & Chief Technology Officer of Qualcomm Technologies, Inc.",,executive,QCOM,63,1962,2707484,0,0
PER-0396,Badrinarayanan  Kothandaraman,"President, CEO & Director",,executive,ENPH,52,1973,473425,68296624,0
PER-0397,Bala  Subramanian,EVP and Chief Digital & Technology Officer,,executive,UPS,54,1971,1953612,0,0
PER-0398,Balazs  Fejes,"President, CEO & Director",,executive,EPAM,50,1975,1113536,0,1158170
PER-0399,Balu Ganesh Ayyar,President of Intuitive Operations & Automation and Industry Solutions,,executive,CTSH,63,1962,1418917,0,0
PER-0400,Ban Seng Teh,Executive VP & Chief Commercial Officer,,executive,STX,59,1966,626333,3837398,0
PER-0401,Barbara M. Pak CFA,Executive VP & CFO,,executive,ESS,48,1977,2724155,0,832614
PER-0402,Barry  Diller,Executive Chairman of the Board & Senior Executive,,executive,EXPE,83,1942,1205402,2473500,0
PER-0403,Barry  Greenhouse,Senior Vice President of Merchandising & Supplier Management,,executive,GWW,52,1973,,0,0
PER-0404,Barry A. Hytinen,Executive VP & CFO,,executive,IRM,50,1975,2182006,0,0
PER-0405,Barry R. Linsky,Executive Vice President - Emeritus,,executive,IPG,82,1942,689094,0,3119066
PER-0406,Barry S. Altshuler,Executive Vice President of Investments,,executive,EQR,66,1959,,0,0
PER-0407,Barry T. Schneider,President & COO,,executive,STLD,56,1969,4071690,128259,0
PER-0408,Bart  Schaller,Executive VP & CEO of Digital,,executive,SYF,56,1969,,0,0
PER-0409,Bei  Ling,Senior EVP & Head of Human Resources,,executive,WFC,54,1971,,0,0
PER-0410,Bella Loykhter Allaire,Chief Administrative Officer,,executive,RJF,72,1953,4646783,0,0
PER-0411,Ben  Borders,Principal Accounting Officer,,executive,AAPL,44,1981,,0,0
PER-0412,Ben  Garren,EVP & Group General Counsel,,executive,SW,63,1962,1040076,0,0
PER-0413,Ben  Vallejo,Investor Relations Director,,executive,CNP,<NA>,<NA>,<NA>,0,0
PER-0414,Ben Bin-Ming Tsai,CTO & Executive VP of Corporate Alliances,,executive,KLAC,66,1959,998019,0,0
PER-0415,Ben C. Rodgers,Executive VP & CFO,,executive,APA,45,1980,,0,0
PER-0416,Ben J. Reed,Vice President of Corporate Development,,executive,APH,,,,0,0
PER-0417,Benjamin  Heselton,Chief Information Officer,,executive,LW,53,1972,,0,0
PER-0418,Benjamin  Huston J.D.,Co-Founder & COO,,executive,CVNA,42,1983,940124,0,57136320
PER-0419,Benjamin  Metz,VP and Chief Digital & Technology Officer,,executive,JKHY,,,,0,0
PER-0420,Benjamin  Somogyi,Assistant General Counsel & Director of Compliance,,executive,VICI,,,,0,0
PER-0421,Benjamin E. Meisenzahl,Senior VP of Finance & CFO,,executive,SHW,43,1982,,0,0
PER-0422,Benjamin J. Tisch,"CEO, President & Director",,executive,L,41,1984,,0,0
PER-0423,Benjamin James Pratt,Senior Vice President of Government & Public Affairs,,executive,MOS,58,1967,,0,0
PER-0424,Benjamin R. Jackson,President,,executive,ICE,52,1973,2599386,2302083,12562114
PER-0425,Benjamin T. Breland,Chief Human Resources Officer & Executive VP of Global Operations Services,,executive,MAR,49,1976,2068792,0,1105025
PER-0426,Benjamin W. Schall,"President, CEO & Director",,executive,AVB,50,1975,2866172,0,141464
PER-0427,Bennett S. Murphy,Senior VP Of Investor Relations & Enterprise Productivity and Treasury,,executive,COR,,,,0,0
PER-0428,Bennett W. Golub Ph.D.,Co-Founder,,executive,BLK,67,1958,,0,0
PER-0429,Beril  Yildiz,Controller & Chief Accounting Officer,,executive,CARR,46,1979,,0,0
PER-0430,Bernadette M. Madarieta,Chief Financial Officer,,executive,LW,49,1976,651923,0,0
PER-0431,Bernard  Cammarata,Founder & Executive Advisor,,executive,TJX,85,1940,541929,0,22321860
PER-0432,Bernard J. Zovighian,CEO & Director,,executive,EW,57,1968,2683462,0,1240500
PER-0433,"Bernard M. Fine M.D., Ph.D.",VP of Oncology & Franchise Head of Early Development,,executive,GILD,,,,0,0
PER-0434,Bernard M. Skeete,VP & Chief Accounting Officer,,executive,VLTO,51,1974,,0,0
PER-0435,Bernard S. Meyerson Ph.D.,Chief Innovation Officer Emeritus,,executive,IBM,,,,0,0
PER-0436,Bernerd  Da Santos,Executive VP and President of US & Renewables,,executive,AES,61,1964,1655648,613800,0
PER-0437,Bert  Subin,Senior Vice President of Investor Relations,,executive,J,,,,0,0
PER-0438,Bertha  Villatoro,Senior VP & Chief Human Resources Officer,,executive,CNP,,,,0,0
PER-0439,Bertrand L. Odinet II,"Senior VP, Chief Information Officer & Chief Innovation Officer",,executive,FCX,<NA>,<NA>,<NA>,0,0
PER-0440,Beth  Roberts,Senior Vice President of Investor Relations,,executive,CCL,,,,0,0
PER-0441,Beth A. Costello CPA,Chief Financial Officer,,executive,HIG,57,1968,2789575,6152758,22702148
PER-0442,Beth A. Rose,"Chief Compliance, Ethics & Integrity Officer",,executive,F,,,,0,0
PER-0443,Beth M. Foley,VP & Chief Communications Officer,,executive,EIX,,,,0,0
PER-0444,Bethany A. Wood,Executive VP & Chief Marketing Officer,,executive,PFG,61,1964,,0,0
PER-0445,Bethany Jean Mayer,Chief Integration Officer for Talent & Culture and Director,,executive,HPE,63,1962,115000,0,0
PER-0446,Betsy E. Ertel C.P.C.U.,Vice President of Corporate Communications,,executive,CINF,<NA>,<NA>,<NA>,0,0
PER-0447,Betsy Miller Frank,Vice President of Investor Relations,,executive,APTV,,,,0,0
PER-0448,Bettina  Deynes,Global Chief Human Resources Officer,,executive,CCL,52,1973,1879609,0,0
PER-0449,Betty D. Larson,Executive VP & Chief Human Resources Officer,,executive,MRK,49,1976,2294965,0,0
PER-0450,Bhavana  Devulapally,Senior VP & Chief Information Officer,,executive,VTR,,,,0,0
PER-0451,Bhavik  Patel,President of MedTech & Consumer Health,,executive,IQV,45,1980,1014564,1156859,0
PER-0452,Biju  Nair,Executive VP & President of Global Connected Living,,executive,AIZ,59,1966,1548060,0,0
PER-0453,Bill  Beck,President of Tools & Outdoor,,executive,SWK,,,,0,0
PER-0454,Bill  Chiu,Vice President of Distribution Engineering & Technology,,executive,DTE,,,,0,0
PER-0455,Bill  Matrogran,Vice President of Construction Management & Operations,,executive,ERIE,,,,0,0
PER-0456,Bill  Pappas,Executive VP and Head of Global Technology & Operations,,executive,MET,55,1970,3155850,0,973510
PER-0457,Bill W. Wheat,Executive VP & CFO,,executive,DHI,59,1966,2930401,0,0
PER-0458,Bimal  Patel,Chief Legal Officer,,executive,PYPL,,,,0,0
PER-0459,Birgit  Girshick,Corporate Executive VP & COO,,executive,CRL,54,1971,1102643,405069,32110
PER-0460,Blair  Veenema,Vice President of Investor Relations,,executive,STZ,,,,0,0
PER-0461,Blake  Vanier,Vice President of Investor Relations,,executive,RCL,,,,0,0
PER-0462,Blake D. Moret,"President, Chairman & CEO",,executive,ROK,62,1963,2997843,10909933,52140776
PER-0463,Blake R. Bell,President of Global Business Development,,executive,EXPD,53,1972,2318023,0,1140840
