symbol,name,title,age,born,pay,exercised,unexercised
SOLV,Ms. Rachel H. Ellingson,Chief Strategy & Corporate Development Officer,55,1970,<NA>,0,0
SOLV,Ms. Tammy L. Gomez,Chief Human Resources Officer,52,1973,1119093,0,0
SPG,Joseph W. Chiappetta,Senior VP of Business Solutions & Chief Technology Officer,<NA>,<NA>,<NA>,0,0
SPG,Lee  Sterling,Chief Marketing Officer,<NA>,<NA>,<NA>,0,0
SPG,Mr. Adam J. Reuille,Senior VP & Chief Accounting Officer,50,1975,742891,0,0
SPG,Mr. Brian J. McDade,Executive VP & CFO,46,1979,1721637,0,0
SPG,Mr. David E. Simon,"Chairman, CEO & President",63,1962,4943390,0,0
SPG,Mr. Eli M. Simon,"COO, Executive VP, Chief Investment Officer & Director",37,1988,<NA>,0,0
SPG,Mr. John  Rulli,Chief Administrative Officer,69,1956,1735139,0,0
SPG,Mr. Steven E. Fivel J.D.,General Counsel & Secretary,64,1961,1733103,0,0
SPG,Mr. Thomas  Ward,Senior Vice President of Investor Relations,56,1969,<NA>,0,0
SPG,Susan  Massela,Senior Vice President of Human Resources,<NA>,<NA>,<NA>,0,0
SPGI,Mr. Christopher  Craig,"Senior VP, Controller & Chief Accounting Officer",52,1973,1536410,0,0
SPGI,Mr. David  Ernsberger,President of S&P Global Energy,<NA>,<NA>,<NA>,0,0
SPGI,Mr. Girish  Ganesan,Chief People Officer,45,1980,<NA>,0,0
SPGI,Mr. Mark  Grant,Senior VP of Investor Relations & Treasurer,<NA>,<NA>,<NA>,0,0
SPGI,Mr. Saugata  Saha,Chief Enterprise Data Officer & President of S&P Global Market Intelligence,50,1975,2723445,0,0
SPGI,Mr. Steven  Kemps CPA,Executive VP & Chief Legal Officer,60,1965,3772112,0,0
SPGI,Mr. Yann  Le Pallec,President of S&P Global Ratings,<NA>,<NA>,<NA>,0,0
SPGI,Ms. Christina  Twomey,Chief Communications Officer,<NA>,<NA>,<NA>,0,0
SPGI,Ms. Martina L. Cheung,"President, CEO & Director",49,1976,3829665,0,0
SPGI,Ms. Sally  Moore,Executive VP & Chief Client Officer,49,1976,2093472,0,0
SRE,Mr. Glen A. Donovan,Senior Vice President of Finance,<NA>,<NA>,<NA>,0,0
SRE,Mr. Jeffrey Walker Martin,"Chairman, President & CEO",63,1962,6358448,0,24801972
SRE,Mr. Justin Christopher Bird,Executive VP & CEO of Sempra Infrastructure,54,1971,2054565,0,0
SRE,Mr. Robert J. Borthwick,Chief Risk Officer,<NA>,<NA>,<NA>,0,0
SRE,Mr. Sandeep K. Mor,Senior Vice President of Corporate Development,<NA>,<NA>,<NA>,0,0
SRE,Ms. Diana L. Day,Chief Legal Counsel & Corporate Secretary,60,1965,1004663,0,0
SRE,Ms. Dyan Z. Wold,"VP, Controller & Chief Accounting Officer",50,1975,<NA>,0,0
SRE,Ms. Karen L. Sedgwick,Executive VP & CFO,58,1967,1519931,0,0
SRE,Ms. Lisa M. Larroque Alexander,Senior VP of Corporate Affairs and Human Resources,51,1974,<NA>,0,0
SRE,Ms. Louise  Bick,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
STE,Mr. Andrew  Xilas,Senior VP & GM of Dental,60,1965,1438246,0,0
STE,Mr. Cary L. Majors,Senior VP & President of Healthcare,50,1975,861813,569217,1810847
STE,Mr. Daniel A. Carestio,"President, CEO & Director",52,1973,2284218,0,9352543
STE,Mr. John Adam Zangerle,"Senior VP, General Counsel & Secretary",58,1967,943792,0,9452866
STE,Mr. Kenneth E. Kohler,Senior VP & GM of AST,62,1963,<NA>,0,0
STE,Mr. Renato G. Tamaro,VP & Corporate Treasurer,56,1969,<NA>,0,0
STE,Ms. Julia K. Madsen,Senior VP & GM of Life Sciences,60,1965,<NA>,0,0
STE,Ms. Julie  Winter,Vice President of Investor Relations & Corporate Communications,<NA>,<NA>,<NA>,0,0
STE,Ms. Karen L. Burton,"Senior VP, CFO & Chief Accounting Officer",57,1968,<NA>,0,0
STE,Ms. Mary Clare Fraser,SVP & Chief Human Resources Officer,55,1970,725668,0,140335
STLD,Mr. Barry T. Schneider,President & COO,56,1969,4071690,128259,0
STLD,Mr. Christopher A. Graham,Senior Vice President of Flat Roll Steel Group,61,1964,2412563,301268,91472
STLD,Mr. David A. Lipschitz,Investor Relations Director,<NA>,<NA>,<NA>,0,0
STLD,Mr. James S. Anderson,Senior Vice President of Long Products Steel Group,64,1961,<NA>,0,0
STLD,Mr. Mark D. Millett,"Co-Founder, Chairman & CEO",65,1960,6778391,5320925,0
STLD,Mr. Matt  Bell,VP & Head of Metals Recycling Platform,<NA>,<NA>,<NA>,0,0
STLD,Mr. Miguel  Alvarez,Senior Vice President of Aluminum Group,56,1969,<NA>,0,0
STLD,Mr. Richard A. Poinsatte CPA,Senior VP & Treasurer,58,1967,<NA>,0,0
STLD,Mr. Richard P. Teets Jr.,Co-Founder & Director,70,1955,135000,0,0
STLD,Ms. Theresa E. Wagler,"Executive VP, CFO & Company Secretary",55,1970,3692859,1061865,0
STT,Mr. Andrew  Zitney,Executive VP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
STT,Mr. Joerg  Ambrosius,Executive VP & President of Investment Services,54,1971,4267406,0,0
STT,Mr. John F. Woods,Executive VP & CFO,61,1964,<NA>,0,0
STT,Mr. Mostapha  Tahiri,Executive VP & COO,<NA>,<NA>,<NA>,0,0
STT,Mr. Pankaj  Vaish,Executive VP & Global Chief Investment Officer and Treasury,<NA>,<NA>,<NA>,0,0
STT,Mr. Ronald Philip O'Hanley,CEO & Chairman,68,1957,5616037,0,0
STT,Mr. Wei Chung Bradford  Hu,Executive VP & Chief Risk Officer,62,1963,2907584,0,0
STT,Ms. Elizabeth  Lynn,Executive VP & Global Head of Investor Relations,<NA>,<NA>,<NA>,0,0
STT,Ms. Elizabeth  Schaefer,"Senior VP, Deputy Controller & Chief Accounting Officer",50,1975,<NA>,0,0
STT,Ms. Yie-Hsin  Hung,President & CEO of State Street Investment Management,62,1963,4376753,0,0
STX,Dr. John C. Morris,Executive VP & CTO,58,1967,380899,0,0
STX,Dr. William David Mosley Ph.D.,CEO & Chairman,58,1967,1108541,18624716,31555172
STX,Major General Patricia A. Frost,Executive VP and Chief People & Places Officer,60,1965,<NA>,0,0
STX,Mr. Ban Seng Teh,Executive VP & Chief Commercial Officer,59,1966,626333,3837398,0
STX,Mr. Gianluca  Romano,Executive VP & CFO,56,1969,722570,2794269,1427734
STX,Mr. James C. Lee J.D.,"Executive VP, Chief Legal Officer & Corporate Secretary",55,1970,1185504,0,0
STX,Mr. John D. Grieci,Senior Vice President of Customer Advocacy,<NA>,<NA>,<NA>,0,0
STX,Mr. Kian Fatt Chong,Executive Vice President of Global Operations,62,1963,321322,0,0
STX,Ms. Géraldine  Hottier-Fayon,VP of Finance & Corporate Controller,51,1974,<NA>,0,0
STX,Ms. Shanye  Hudson,Senior Vice President of Investor Relations & Treasury,<NA>,<NA>,<NA>,0,0
STZ,Mr. Blair  Veenema,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
STZ,Mr. Garth  Hankinson,Executive VP & CFO,57,1968,1597591,2590094,0
STZ,Mr. James A. Sabia Jr.,EVP & President of Beer Division,63,1962,1639037,3693364,0
STZ,"Mr. James O. Bourdeau Esq., J.D.","Executive VP, Chief Legal Officer & Secretary",60,1965,1249779,0,498382
STZ,Mr. Michael  Becka,Senior VP of Corporate Finance,<NA>,<NA>,<NA>,0,0
STZ,Mr. Michael  McGrew,"EVP, Chief Communications, CSR & Inclusion Officer",51,1974,<NA>,0,0
STZ,Mr. Samuel James Glaetzer,Executive VP & President of Wine & Spirits Division,50,1975,895788,98286,153845
STZ,Mr. Steve  King,SVP of Corporate Development and Financial Planning & Analytics,<NA>,<NA>,<NA>,0,0
STZ,Mr. William A. Newlands,"President, CEO & Director",66,1959,3341355,4977084,1151156
STZ,Ms. Paula K. Erickson,Executive VP & Chief Human Resources Officer,56,1969,<NA>,0,0
SW,Ciaran  Potts,Head of Investor Relations,<NA>,<NA>,<NA>,0,0
SW,Mr. Alvaro Jose Henao,President & CEO of LATAM,59,1966,<NA>,0,0
SW,Mr. Anthony Paul J. Smurfit,"President, Group CEO & Director",62,1963,4261360,0,0
SW,Mr. Ben  Garren,EVP & Group General Counsel,63,1962,1040076,0,0
SW,Mr. Garrett  Quinn,Group Chief Sustainability Officer,46,1979,<NA>,0,0
SW,Mr. Ken  Bowles,"Executive VP, Group CFO & Executive Director",54,1971,2377780,0,0
SW,Mr. Laurent  Sellier,President & Chief Executive Officer North America (Including Mexico),57,1968,1959871,0,0
SW,Mr. Saverio  Mayer,"President & Chief Executive Officer of Europe, MEA & APAC",59,1966,1714732,0,0
SW,Ms. Irene  Page,Group Chief Accounting Officer,55,1970,<NA>,0,0
SW,Ms. Sharon  Whitehead,Chief Human Resources Officer,51,1974,<NA>,0,0
SWK,Mr. Agustin  Lopez Diaz,Senior VP & Chief Supply Chain Officer,<NA>,<NA>,<NA>,0,0
SWK,Mr. Bill  Beck,President of Tools & Outdoor,<NA>,<NA>,<NA>,0,0
SWK,Mr. Christopher John Nelson,"President, CEO & Director",55,1970,2913843,0,0
SWK,Mr. Donald  Allan Jr.,Executive Chair of the Board,61,1964,5625311,0,64166
SWK,Mr. Michael J. Wherley,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
SWK,Mr. Patrick D. Hallinan,"Executive VP, CFO & Chief Administrative Officer",57,1968,2628046,0,22506
SWK,Mr. Scot D. Greulach,Chief Accounting Officer,43,1982,<NA>,0,0
SWK,Mr. Tamer K. Abuaita,Senior Advisor,52,1973,1945357,0,37914
SWK,Ms. Deborah K. Wintner,Senior VP & Chief Human Resources Officer,56,1969,<NA>,0,0
SWK,Ms. Rhonda O. Gass,Chief Information Officer,61,1964,<NA>,0,0
SWKS,Dr. Reza  Kasnavi,"Executive VP, Chief Operations & Technology Officer",52,1973,1476680,0,0
SWKS,Mr. Joel R. King,Senior VP & GM of Mobile Solutions Business,51,1974,<NA>,0,0
SWKS,Mr. Liam K. Griffin,Advisor,58,1967,14300311,0,0
SWKS,Mr. Philip Gordon Brace,"CEO, President & Director",54,1971,2267283,0,0
SWKS,Mr. Philip Matthew Carter,"Senior VP, CFO and Principal Financial & Accounting Officer",47,1978,1428727,0,0
SWKS,Mr. Rajvindra S. Gill,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
SWKS,Mr. Robert John Terry J.D.,"Senior VP, General Counsel & Secretary",59,1966,1239283,0,0
SWKS,Mr. Todd  Lepinski,Senior VP of Sales & Marketing,<NA>,<NA>,<NA>,0,0
SWKS,Mr. Yusuf  Jamal,Senior VP & GM of Diversified Analog Solutions,48,1977,<NA>,0,0
SWKS,Ms. Karilee A. Durham,Senior Vice President of Human Resources,57,1968,1125868,0,0
SYF,Mr. Alberto  Casellas,Executive VP and CEO of Health & Wellness,58,1967,1870436,60598,1248268
SYF,Mr. Bart  Schaller,Executive VP & CEO of Digital,56,1969,<NA>,0,0
SYF,Mr. Brian D. Doubles,"President, CEO & Director",49,1976,4541713,0,0
SYF,Mr. Brian J. Wenzel Sr.,Executive VP & CFO,57,1968,2174571,211101,538284
SYF,Mr. D.J.  Casto,Executive VP & Chief Human Resources Officer,<NA>,<NA>,<NA>,0,0
SYF,"Mr. Jonathan S. Mothner Esq., J.D.",Executive VP & Chief Risk and Legal Officer,61,1964,2128110,558917,2210715
SYF,Mr. Michael  Bopp,Executive VP & Chief Growth Officer,52,1973,<NA>,0,0
SYF,Ms. Amy  Tiliakos,"Senior VP, Chief Accounting Officer & Controller",43,1982,<NA>,0,0
SYF,Ms. Carol D. Juel,Executive VP and Chief Technology & Operating Officer,51,1974,2102373,307256,1081042
SYF,Ms. Kathryn Harmon Miller,Senior Vice President & Director of Investor Relations,<NA>,<NA>,<NA>,0,0
SYK,Mr. Alan  Douville,"VP, Chief Information Officer & Chief Information Security Officer",<NA>,<NA>,<NA>,0,0
SYK,Mr. Glenn S. Boehnlein CPA,Advisor,63,1962,2111081,19827876,26137546
SYK,Mr. J. Andrew Pierce,Group President of MedSurg & Neurotechnology,51,1974,1879020,2370905,22463508
SYK,Mr. Jason  Beach,Vice President of Finance & Investor Relations,<NA>,<NA>,<NA>,0,0
SYK,Mr. Kevin A. Lobo,Chairman & CEO,60,1965,5275782,43295364,191882304
SYK,Mr. Preston  Wells,VP & CFO,<NA>,<NA>,<NA>,0,0
SYK,Mr. Robert C. Cohen,CTO and VP of Global R&D - Joint Replacement,<NA>,<NA>,<NA>,0,0
SYK,Mr. Spencer S. Stiles,President & COO,48,1977,1879020,0,22665086
SYK,Mr. Viju S. Menon,Group President of Global Quality & Operations,56,1969,1567937,0,19779564
SYK,Mr. William E. Berry Jr.,VP & Chief Accounting Officer,59,1966,<NA>,0,0
SYY,Mr. Greg D. Bertrand,Non-Executive Officer Senior Advisor,61,1964,1831965,1075375,2929224
SYY,Mr. Gregory Scott Keller,"Senior Vice President of National Accounts, SYGMA & Guest Worldwide",55,1970,<NA>,0,0
SYY,Mr. Jose  Colondres,Vice President of Compliance,<NA>,<NA>,<NA>,0,0
SYY,Mr. Kenny K. Cheung,CFO & Executive VP,43,1982,1595175,0,51967
SYY,Mr. Kevin J. Kim,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
SYY,Mr. Kevin P. Hourican,CEO & Chairman,52,1973,3641709,2094503,1331674
SYY,Mr. Ronald L. Phillips,Executive VP & Chief HR Officer,60,1965,1257471,0,14171
SYY,Mr. Thomas R. Peck Jr.,"Executive VP, Chief Information & Digital Officer",58,1967,1321566,0,19096
SYY,Ms. Jennifer Kaplan Schott,"Executive VP, Chief Legal Officer & Secretary",51,1974,<NA>,0,0
SYY,Ms. Jennifer L. Johnson,Senior VP & Chief Accounting Officer,52,1973,<NA>,0,0
T,Gregory A. Wieboldt,Senior Vice President of the Global Client Group - AT&T Global Services,<NA>,<NA>,<NA>,0,0
T,Mr. Brett Joseph Feldman,Senior Vice President of Finance & Investor Relations,<NA>,<NA>,<NA>,0,0
T,Mr. David R. McAtee II,Senior EVP & General Counsel,56,1969,4440189,0,0
T,Mr. Jeffery Scott McElfresh,Chief Operating Officer,55,1970,4358259,0,0
T,Mr. John T. Stankey,CEO & Chairman,62,1963,8705507,0,0
T,Mr. Larry  Solomon,Chief Communications Officer,<NA>,<NA>,<NA>,0,0
T,Mr. Rick  Moore,Senior Vice President of Corporate Development,73,1952,<NA>,0,0
T,Ms. Kellyn Smith Kenny M.B.A.,Chief Marketing & Growth Officer,47,1978,<NA>,0,0
T,Ms. Lori M. Lee,Global Marketing Officer and Senior EVP of International & Human Resources,59,1966,2442593,0,0
T,Ms. Sabrina  Sanders,"Senior VP, Chief Accounting Officer & Controller",45,1980,<NA>,0,0
TAP,Mr. Brian  Erhardt,Chief Supply Chain Officer of Molson Coors North America,<NA>,<NA>,<NA>,0,0
TAP,Mr. Darrin  Vohs,Chief Information Officer,<NA>,<NA>,<NA>,0,0
TAP,Mr. Dave  Osswald,Chief People & Culture Officer,<NA>,<NA>,<NA>,0,0
TAP,Mr. Kevin  Doyle,President of U.S. Sales & Distributor Operations,<NA>,<NA>,<NA>,0,0
TAP,Mr. Rahul  Goyal,"President, CEO and Director",49,1976,<NA>,0,0
TAP,Ms. Natalie  Maciolek,Chief Legal & Government Affairs Officer and Secretary,46,1979,1178152,0,0
TAP,Ms. Roxanne M. Stelter,"VP, Controller, Chief Accounting Officer & Principal Accounting Officer",48,1977,<NA>,0,0
TAP,Ms. Sofia  Colucci,Chief Marketing Officer,<NA>,<NA>,<NA>,0,0
TAP,Ms. Tracey I. Joubert,Chief Financial Officer,58,1967,1937930,16183,863783
TAP,Ms. Traci  Mangini,Vice President of Investor Relations,55,1970,<NA>,0,0
TDG,Dr. Kevin M. Stein Ph.D.,Advisor & Director,59,1966,4068504,110680616,180034768
TDG,Jason  Marlin,Executive Vice President,<NA>,<NA>,<NA>,0,0
TDG,Kevin  McHenry,Executive Vice President,<NA>,<NA>,<NA>,0,0
TDG,Mr. Armani  Vadiee,"General Counsel, Chief Compliance Officer & Secretary",44,1981,<NA>,0,0
TDG,Mr. Joel B. Reiss,Co-Chief Operating Officer,55,1970,31053671,40545216,127567960
TDG,Mr. Michael J. Lisman,"CEO, President & Director",41,1984,28530024,0,135383744
TDG,Mr. Patrick Joseph Murphy,Co-Chief Operating Officer,52,1973,13843634,3266663,49532668
TDG,Ms. Liza  Sabol,Director of Investor Relations,47,1978,<NA>,0,0
TDG,Ms. Sarah L. Wynne,Chief Financial Officer,52,1973,11399291,4457965,33381436
TDG,Paula  Wheeler,Executive Vice President,<NA>,<NA>,<NA>,0,0
TDY,Dr. Robert  Mehrabian,Executive Chairman,84,1941,3525380,18210144,19621238
TDY,Mr. Carl W. Adams,VP & Chief Audit Executive,55,1970,<NA>,0,0
TDY,Mr. George C. Bobb III,"President, CEO & Director",50,1975,1404174,0,4399480
TDY,Mr. Jason  VanWees,Vice Chairman,53,1972,1197043,2775352,7751571
TDY,Mr. Jason W. Connell,Senior VP of Human Resources & Associate General Counsel,49,1976,<NA>,0,0
TDY,Mr. Kevin  Prusso,President and GM of Test & Measurement Instrumentation,61,1964,<NA>,0,0
TDY,Mr. Scott  Hudson,VP & Chief Information Officer,63,1962,<NA>,0,0
TDY,Mr. Stephen Finis Blackwood,CFO & Executive VP,62,1963,987340,0,3992936
TDY,Ms. Melanie Susan Cibik J.D.,"Executive VP, General Counsel, Secretary & Chief Compliance Officer",65,1960,919193,711520,8618670
TDY,Ms. Vicki L. Benne,President & GM of Teledyne Lab and Field Instruments,63,1962,<NA>,0,0
TECH,Dr. Gary J. Latham Ph.D.,VP & CTO,<NA>,<NA>,<NA>,0,0
TECH,"Dr. Matthew F. McManus M.D., MBA, Ph.D.",President of Diagnostics & Spatial Biology,56,1969,1036724,0,0
TECH,Mr. David  Clair C.F.A.,VP of Investor Relations & Corporate Development,<NA>,<NA>,<NA>,0,0
TECH,Mr. Gerry  Andros,Vice President of Sales and Marketing,<NA>,<NA>,<NA>,0,0
TECH,Mr. James T. Hippel CPA,Executive VP of Finance & CFO,54,1971,1667089,4285221,1916936
TECH,Mr. Kim  Kelderman,"CEO, President & Director",58,1967,2288390,1159461,1021987
TECH,Mr. Martin  Wirtz,Senior Vice President of Strategy & Corporate Development,<NA>,<NA>,<NA>,0,0
TECH,Mr. Shane  Bohnen,"Senior VP, General Counsel, Corporate Secretary & Chief Sustainability Officer",50,1975,835661,0,34065
TECH,Mr. William A. Geist,President of Protein Sciences Segment,56,1969,1339266,0,0
TECH,Ms. Cheryl  Bethune,Senior VP & Chief Human Resources Officer,<NA>,<NA>,<NA>,0,0
TEL,Mr. Aaron Kyle Stucki,President of Transportation Solutions,51,1974,3810945,6743974,3303414
TEL,Mr. Eric J. Resch,Senior Vice President,68,1957,<NA>,0,0
TEL,Mr. Heath A. Mitts,"CFO, Executive VP & Executive Director",54,1971,2232085,7301957,24054372
TEL,Mr. Jim  Tobojka,Senior Vice President of Operations,<NA>,<NA>,<NA>,0,0
TEL,Mr. John S. Jenkins Jr.,Executive VP &  General Counsel,59,1966,1596192,10363825,3071010
TEL,Mr. Shadrak W. Kroeger,President of Industrial Solutions Segment,56,1969,1786713,6338144,13351894
TEL,Mr. Sujal  Shah,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
TEL,Mr. Terrence R. Curtin CPA,CEO & Executive Director,57,1968,5043354,33616800,70107720
TEL,Mr. Tony  Leisher,SVP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
TEL,Ms. Malavika  Sagar,Senior VP & Chief Human Resources Officer,43,1982,<NA>,0,0
TER,Mr. Gregory Stephen Smith,"President, CEO & Director",61,1964,2348630,0,604542
TER,Mr. James  Davidson,Chief Artificial Intelligence Officer,<NA>,<NA>,<NA>,0,0
TER,Mr. Jean-Pierre  Hathout,President of the Teradyne Robotics,<NA>,<NA>,<NA>,0,0
TER,Mr. Jim  Mahon,VP & Chief Human Resources Officer,<NA>,<NA>,<NA>,0,0
TER,Mr. Ryan E. Driscoll,"Vice President, General Counsel & Secretary",47,1978,857419,0,0
TER,Mr. Sanjay  Mehta,Executive Advisor,56,1969,1349861,179850,146655
TER,Mr. Shannon John Poulin,President of Semiconductor Test Division,54,1971,<NA>,0,0
TER,Mr. Timothy F. Moriarty,Vice President of Corporate Development,63,1962,<NA>,0,0
TER,Ms. Michelle L. Turner,"VP, CFO & Principal Accounting Officer",51,1974,<NA>,0,0
TER,Ms. Shannon  Gath,VP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
TFC,Mr. Ankur  Vyas,Head of Corporate Finance & Strategy,<NA>,<NA>,<NA>,0,0
TFC,Mr. Bradley Jason Milsaps C.F.A.,Head of Investor Relations,<NA>,<NA>,<NA>,0,0
TFC,Mr. Donta L. Wilson,Senior EVP and Chief Consumer & Small Business Banking Officer,49,1976,3247772,0,0
TFC,Mr. Jodie E. Hughes,Director of Regional Commercial Real Estate & President of Washington Region,55,1970,<NA>,0,0
TFC,Mr. Michael Baron Maguire,Senior EVP & CFO,46,1979,2536053,0,0
TFC,Mr. Scott A. Stengel J.D.,"Senior EVP, Chief Legal Officer, Head of Government Affairs & Corporate Secretary",53,1972,<NA>,0,0
TFC,Mr. Steve  Hagerman,Chief Information Officer,<NA>,<NA>,<NA>,0,0
TFC,Mr. William Henry Rogers Jr.,Executive Chairman & CEO,67,1958,7463204,0,0
TFC,Mr. William J. Toomey II,Regional President of Houston & Central Texas,<NA>,<NA>,<NA>,0,0
TFC,Ms. Kristin  Lesher,Senior EVP & Chief Wholesale Banking Officer,51,1974,6199215,0,0
TGT,Cynthia  Ho,"Senior VP of Global Sourcing, PSQA for Apparel & Accessories and Essentials and Beauty",<NA>,<NA>,<NA>,0,0
TGT,Mr. Brian C. Cornell,Chairman of the Board & CEO,66,1959,4320111,0,0
TGT,Mr. James  Lee,Executive VP & CFO,49,1976,2780459,0,0
TGT,Mr. John  Hulbert,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
TGT,Mr. Matthew A. Liegel,"Senior VP, Chief Accounting Officer & Controller",48,1977,<NA>,0,0
TGT,Mr. Michael J. Fiddelke,Executive VP & COO,48,1977,1781856,0,0
TGT,Mr. Pratabkumar  Vemana,"Executive VP & Chief Digital, Information and Product Officer",52,1973,<NA>,0,0
TGT,Mr. Richard H. Gomez,Executive VP & Chief Commercial Officer,55,1970,1561296,0,0
TGT,Ms. Melissa K. Kremer,Executive VP & Chief HR Officer,47,1978,<NA>,0,0
TGT,Todd  Waterbury,Senior VP & Chief Creative Officer,<NA>,<NA>,<NA>,0,0
TJX,Mr. Bernard  Cammarata,Founder & Executive Advisor,85,1940,541929,0,22321860
TJX,Mr. Douglas W. Mizzi,Senior EVP & Group President,65,1960,3842106,0,0
TJX,Mr. Ernie L. Herrman,"CEO, President & Director",64,1961,9289284,0,0
TJX,Mr. Jeff  Botte,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
TJX,Mr. John  Klinger,Senior Executive VP & CFO,60,1965,2628574,0,0
TJX,Mr. Kenneth  Canestrari,Senior EVP & Group President,63,1962,3583423,0,0
TJX,Ms. Alicia C. Kelly,"Executive VP, Secretary & General Counsel",<NA>,<NA>,<NA>,0,0
TJX,Ms. Carol M. Meyrowitz,Executive Chairman,71,1954,4546504,0,0
TJX,Ms. Debra  McConnell,Senior Vice President of Global Communications,<NA>,<NA>,<NA>,0,0
TJX,Peter  Benjamin,Senior EVP & Group President,62,1963,<NA>,0,0
TKO,Mr. Andrew M. Schleimer,Chief Financial Officer,47,1978,6260971,0,0
TKO,Mr. Ariel Zev Emanuel,Executive Chair & CEO,65,1960,15625407,0,0
TKO,Mr. Mark S. Shapiro,"COO, President & Director",55,1970,12398871,0,0
TKO,Mr. Robert  Hilton,"Senior VP, Deputy General Counsel & Corporate Secretary",<NA>,<NA>,<NA>,0,0
TKO,Mr. Seth  Zaslow,Senior VP & Head of Investor Relations,<NA>,<NA>,<NA>,0,0
TKO,Mr. Seth D. Krauss Esq.,Senior Counsel & Administrative Officer,55,1970,5656102,0,0
TKO,Mr. Shane R. Kapral,Chief Accounting Officer,39,1986,<NA>,0,0
TMO,Dr. Karen E. Nelson Ph.D.,Chief Scientific Officer,<NA>,<NA>,<NA>,0,0
TMO,Mr. Frederick M. Lowery,Executive VP and President of Laboratory Product & BioProduction,53,1972,2325247,0,13999164
TMO,Mr. Gianluca  Pettiti,"Executive VP and President of Life Science, Diagnostics & Applied",45,1980,2669927,0,4539751
TMO,Mr. Joseph R. Holmes,VP & Chief Accounting Officer,46,1979,<NA>,0,0
TMO,Mr. Marc N. Casper,"Chairman, President & CEO",57,1968,7784064,76825632,37815180
TMO,Mr. Michel  Lagarde,Executive VP & COO,50,1975,3316912,9697598,65923360
TMO,Mr. Rafael  Tejada,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
TMO,Mr. Ryan J. Snyder,Senior VP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
TMO,Mr. Stephen  Williamson,Senior VP & CFO,58,1967,3008148,8344436,11477462
TMO,Mr. Thomas Bailey Shropshire Jr.,Senior VP and General Counsel,<NA>,<NA>,<NA>,0,0
TMUS,Mr. Daniel J. Drobac,VP & Chief Accounting Officer,49,1976,<NA>,0,0
TMUS,Mr. Doug  Chartier,Senior Vice President of Sales and Marketing,<NA>,<NA>,<NA>,0,0
TMUS,Mr. Jeff  Simon,Executive VP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
TMUS,Mr. John  Saw Ph.D.,President of Technology & CTO,<NA>,<NA>,<NA>,0,0
TMUS,"Mr. Mark W. Nelson Esq., J.D.",Executive VP & General Counsel,57,1968,4001554,0,0
TMUS,Mr. Michael J. Katz,"President of Marketing, Strategy & Products",45,1980,3494705,0,0
TMUS,Mr. Peter  Osvaldik,Executive VP & CFO,48,1977,4245630,0,0
TMUS,Mr. Srinivasan  Gopalan,"CEO, President & Director",55,1970,<NA>,0,0
TMUS,Ms. Callie R. Field,Strategic Advisor,46,1979,3387638,0,0
TMUS,Ms. Quan  Yao C.F.A.,Senior Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
TPL,Mr. Chris  Steddum,Chief Financial Officer,45,1980,1440762,0,0
TPL,Mr. Jeremy  Smith,Senior Vice President of Business Development,<NA>,<NA>,<NA>,0,0
TPL,Mr. Micheal W. Dobbs J.D.,"Senior VP, Secretary & General Counsel",52,1973,1085823,0,0
TPL,Mr. Robert A. Crain,Executive Vice President of Texas Pacific Water Resources LLC,46,1979,<NA>,0,0
TPL,Mr. Shawn  Amini,Vice President of Finance & Investor Relations,<NA>,<NA>,<NA>,0,0
TPL,Mr. Tyler  Glover,"President, CEO & Trustee",40,1985,2656281,0,0
TPL,Ms. Katie  Keenan,Senior VP of Commercial Transactions and Assistant General Counsel,<NA>,<NA>,<NA>,0,0
TPL,Ms. Stephanie D. Buffington,Chief Accounting Officer,58,1967,<NA>,0,0
TPR,Mr. David E. Howard CPA,General Counsel & Secretary,50,1975,1436216,955056,0
TPR,Mr. Manesh B. Dadlani,"VP, Principal Accounting Officer & Controller",42,1983,<NA>,0,0
TPR,Mr. Peter  Charles,Chief Supply Chain Officer,<NA>,<NA>,<NA>,0,0
TPR,Mr. Scott A. Roe CPA,CFO & COO,60,1965,3344624,4654900,2424778
TPR,Mr. Todd  Kahn J.D.,CEO & Brand President of Coach,61,1964,4022611,11099460,14059372
TPR,Mr. Yann  Bozec,President of Tapestry Asia Pacific and President & CEO of Coach Asia Pacific,<NA>,<NA>,<NA>,0,0
TPR,Ms. Christina  Colone,Global Head of Investor Relations,<NA>,<NA>,<NA>,0,0
TPR,Ms. Denise M. Kulikowsky,Chief People Officer,56,1969,1410391,0,499835
