symbol,name,title,age,born,pay,exercised,unexercised
A,Dr. Simon  May,SVP & President of LDG,52,1973,882855,0,0
A,Mr. Adam S. Elinoff,"Senior VP, CFO & Principal Financial Officer",48,1977,<NA>,0,0
A,Mr. August  Specht Ph.D.,Senior VP & Chief Technology Officer,<NA>,<NA>,<NA>,0,0
A,Mr. Bret M. DiMarco,"Senior VP, Chief Legal Officer, & Secretary",57,1968,<NA>,0,0
A,Mr. Frederick  Schwarz,"SVP, Chief Strategy & Corporate Development Officer",<NA>,<NA>,<NA>,0,0
A,Mr. Jonah  Kirkwood,Senior VP & Chief Commercial Officer of Commercial Organization,44,1981,<NA>,0,0
A,Mr. Padraig  McDonnell,"CEO, President & Director",53,1972,1560585,0,191555
A,Mr. Tejas Rajeev Savant,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
A,Ms. Meghan A. Henson,Senior VP & Chief Human Resources Officer,55,1970,<NA>,0,0
A,Ms. Yvonne  Mackie,MD of UK & Ireland Operations and VP of Human Resources - Europe,<NA>,<NA>,<NA>,0,0
AAPL,Mr. Adrian  Perica,Vice President of Corporate Development,51,1974,<NA>,0,0
AAPL,Mr. Ben  Borders,Principal Accounting Officer,44,1981,<NA>,0,0
AAPL,Mr. Greg  Joswiak,Senior Vice President of Worldwide Marketing,<NA>,<NA>,<NA>,0,0
AAPL,Mr. Kevan  Parekh,Senior VP & CFO,53,1972,4034174,0,0
AAPL,Mr. Sabih  Khan,Senior VP & Chief Operating Officer,58,1967,5021905,0,0
AAPL,Mr. Timothy D. Cook,CEO & Director,64,1961,16759518,0,0
AAPL,Ms. Deirdre  O'Brien,Senior Vice President of Retail & People,58,1967,5037867,0,0
AAPL,Ms. Katherine L. Adams,"Senior VP, General Counsel & Secretary",61,1964,5022482,0,0
AAPL,Ms. Kristin Huguet Quayle,Vice President of Worldwide Communications,<NA>,<NA>,<NA>,0,0
AAPL,Suhasini  Chandramouli,Director of Investor Relations,<NA>,<NA>,<NA>,0,0
ABBV,Dr. Azita  Saleki-Gerhardt Ph.D.,Executive VP & COO,62,1963,4065398,6071501,25844510
ABBV,Dr. Nicholas J. Donoghoe M.D.,Executive VP and Chief Business & Strategy Officer,44,1981,<NA>,0,0
ABBV,Dr. Roopal  Thakkar M.D.,Executive VP of Research and Development & Chief Scientific Officer,53,1972,<NA>,0,0
ABBV,Mr. Demetris D. Crum,Executive VP & Chief Human Resources Officer,<NA>,<NA>,<NA>,0,0
ABBV,Mr. Jeffrey Ryan Stewart,Executive VP & Chief Commercial Officer,56,1969,5003932,3067873,11960284
ABBV,Mr. Perry C. Siatis,"Executive VP, General Counsel & Secretary",50,1975,<NA>,0,0
ABBV,Mr. Robert A. Michael CPA,CEO & Chairman of the Board,55,1970,6679500,2547100,21018320
ABBV,Mr. Scott T. Reents,Executive VP & CFO,58,1967,3821680,1641500,6763109
ABBV,Mr. Wulff-Erik  von Borcke,Senior VP & President of Oncology,<NA>,<NA>,<NA>,0,0
ABBV,Ms. Elizabeth  Shea,Senior Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
ABNB,Dr. Aristotle N. Balogh,Advisor,61,1964,1124095,44511732,2928653
ABNB,Mr. Brian  Chesky,"Co-Founder, CEO, Head of Community & Chairman of the Board",43,1982,186326,0,0
ABNB,Mr. David C. Bernstein,Chief Accounting Officer,63,1962,<NA>,0,0
ABNB,Mr. David E. Stephenson,Chief Business Officer & Head of Employee Experience,57,1968,1121638,14545904,5843421
ABNB,Mr. Joseph  Gebbia,Co-Founder & Director,43,1982,62500,0,0
ABNB,Mr. Nathan  Blecharczyk,"Co-Founder, Chief Strategy Officer & Director",41,1984,834700,16448774,37978440
ABNB,Mr. Ronald A. Klain J.D.,Chief Legal Officer,<NA>,<NA>,<NA>,0,0
ABNB,Ms. Angela  Yang,Director of Investor Relations,<NA>,<NA>,<NA>,0,0
ABNB,Ms. Elinor B. Mertz,Chief Financial Officer,47,1978,1088538,0,9758068
ABNB,Ms. Tara Lynn Bunch,Global Head of Operations,<NA>,<NA>,<NA>,0,0
ABT,Erica L. Battaglia,VP and Chief Ethics & Compliance Officer,<NA>,<NA>,<NA>,0,0
ABT,Mr. Daniel Gesua Sive Salvadori,Executive VP and Group President of Established Pharmaceuticals & Nutritional Products,46,1979,1891684,0,29351640
ABT,Mr. Michael  Comilla,Vice President of Investor Relations.,<NA>,<NA>,<NA>,0,0
ABT,Mr. Robert B. Ford,"Chairman, President & CEO",51,1974,4980248,9807163,64376952
ABT,Mr. Sammy G. Karam,Senior VP of Established Pharmaceutical & Global Commercial Operations,62,1963,<NA>,0,0
ABT,Ms. Elizabeth  Cushman,"Executive VP, General Counsel & Secretary",<NA>,<NA>,<NA>,0,0
ABT,Ms. Lisa D. Earnhardt,Executive VP & Group President of Medical Devices,55,1970,2258516,0,5997133
ABT,Ms. Mary K. Moreland,Executive Vice President of Human Resources,59,1966,<NA>,0,0
ABT,Ms. Melissa  Brotz,Senior Vice President of Global Marketing & External Affairs,<NA>,<NA>,<NA>,0,0
ABT,Ms. Sabina  Ewing,Senior VP of Business & Technology Services and Chief Information Officer,51,1974,<NA>,0,0
ACGL,Mr. Christopher Andrew Hovey,Chief Operations Officer,58,1967,<NA>,0,0
ACGL,Mr. David Evan Gansberg,President,53,1972,3955940,0,10139598
ACGL,Mr. Francois  Morin,"Executive VP, CFO & Treasurer",58,1967,3581502,1657764,17870316
ACGL,Mr. Greg  Hare,Chief Communications Officer,<NA>,<NA>,<NA>,0,0
ACGL,Mr. John Donald Vollaro,Senior Advisor & Director,80,1945,569114,0,0
ACGL,Mr. Louis T. Petrillo,General Counsel,59,1966,744350,0,3347745
ACGL,Mr. Maamoun Jamil Rajeh,President,55,1970,4314940,0,18233052
ACGL,Mr. Nicolas Alain Emmanuel Papadopoulo,CEO & Director,63,1962,5204819,0,28114000
ACGL,Ms. Christine Lee Todd CFA,Executive VP & Chief Investment Officer,58,1967,3182311,0,2006340
ACGL,Ms. Jennifer  Centrone,Executive VP & Chief Human Resources Officer of Arch Capital Services LLC,52,1973,<NA>,0,0
ACN,Mr. John  Walsh,CEO of the Americas & Market Unit Lead of US,61,1964,3078144,0,0
ACN,Mr. Manish  Sharma,Chief Strategy & Services Officer,57,1968,3208848,0,0
ACN,Mr. Mauro  Macchi,Chief Executive Officer of EMEA,60,1965,2618830,0,0
ACN,Mr. Rajendra  Prasad,"Chief Information, Asset Engineering Officer & CTO",<NA>,<NA>,<NA>,0,0
ACN,Mr. Tony  Leraris,Chief Information Officer,<NA>,<NA>,<NA>,0,0
ACN,Ms. Alexia Skouras Quadrani,Executive Director of Investor Relations,<NA>,<NA>,<NA>,0,0
ACN,Ms. Angie  Park,Chief Financial Officer,53,1972,2031116,0,0
ACN,Ms. Julie T. Spellman Sweet J.D.,CEO & Chairman,58,1967,6765671,0,0
ACN,Ms. Kate  Hogan,Chief Operating Officer,49,1976,<NA>,0,0
ACN,Ms. Melissa A. Burgum,Chief Accounting Officer & Corporate Controller,52,1973,<NA>,0,0
ADBE,Dr. Anil S. Chakravarthy,President of Digital Experience Business,57,1968,1629407,0,0
ADBE,Mr. Daniel J. Durn,"CFO and Executive VP of Finance, Technology, Security & Operations",59,1966,1803676,0,0
ADBE,Mr. David  Wadhwani,President of Digital Media Business,53,1972,1614293,0,0
ADBE,Mr. Douglas G. Clark C.F.A.,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
ADBE,Mr. Shantanu  Narayen,Chairman & CEO,61,1964,6041047,0,0
ADBE,Mr. Steven  Day,CFO & SVP - Digital Experience Business Unit & SVP of Corporate Finance,<NA>,<NA>,<NA>,0,0
ADBE,Ms. Adele Louise  Pentland,EVP of Legal & Government Relations and Chief Legal Officer,53,1972,<NA>,0,0
ADBE,Ms. Gloria  Chen,Chief People Officer & Executive VP of Employee Experience,60,1965,<NA>,0,0
ADBE,Ms. Jillian  Forusz,"Senior VP, Chief Accounting Officer & Corporate Controller",50,1975,<NA>,0,0
ADBE,Ms. Lara H. Balazs,Chief Marketing Officer & Executive Vice President of Global Marketing,54,1971,<NA>,0,0
ADI,Dr. Katsufumi  Nakamura,Senior VP & Chief Customer Officer,58,1967,1885368,390681,292436
ADI,Dr. Raymond S. Stata Ph.D.,Co-Founder & Board Member,91,1934,111163,0,0
ADI,Jeff  Ambrosi,Head of Investor Relations & Senior Director,<NA>,<NA>,<NA>,0,0
ADI,Mr. Martin  Cotter,Senior Vice President of Vertical Business Units & President of ADI EMEA,60,1965,1611240,0,12435256
ADI,Mr. Michael  Sondel,Corporate VP & Chief Accounting Officer,47,1978,<NA>,0,0
ADI,Mr. Richard C. Puccio Jr.,Executive VP & CFO,56,1969,2119759,0,0
ADI,Mr. Vincent T. Roche,CEO & Chair of the Board of Directors,65,1960,5453986,10406356,72123696
ADI,Mr. Vivek  Jain,Executive Vice President of Global Operations & Technology,65,1960,2097691,0,0
ADI,Ms. Janene I. Asgeirsson J.D.,Chief Legal Officer & Corporate Secretary,55,1970,<NA>,0,0
ADI,Ms. Mariya K. Trickett,Senior VP & Chief People Officer,41,1984,<NA>,0,0
ADM,Mr. Christopher M. Cuddy,"Senior VP, President of North America & President of Carbohydrate Solutions",51,1974,1287535,0,0
ADM,Mr. Dermot  O'Grady,Senior Vice President of Global Operations,55,1970,<NA>,0,0
ADM,Mr. Gregory A.  Morris,Senior VP and President of Agricultural Services & Oilseeds,53,1972,1241369,0,0
ADM,Mr. Ian Robert Pinner,"Senior VP, President of Nutrition and Chief Sales & Marketing Officer",52,1973,1252317,0,0
ADM,Mr. Ismael  Roig,President of EMEA and President of Animal Nutrition,58,1967,1686667,0,0
ADM,Mr. James  Prince,Chief of Compliance and Integrity Officer,<NA>,<NA>,<NA>,0,0
ADM,Mr. Juan Ricardo Luciano,"Chairman, CEO & President",64,1961,3831963,4556031,10076257
ADM,Mr. Monish D. Patolawala,CFO & Executive VP,53,1972,2992144,0,0
ADM,Ms. Carrie A. Nichol CPA,VP & Chief Accounting Officer,45,1980,<NA>,0,0
ADM,Ms. Regina Bynote Jones J.D.,Senior VP & Chief Legal Officer,54,1971,1406668,0,0
ADP,Mr. David  Foskett,President of Global Sales,49,1976,<NA>,0,0
ADP,Mr. David  Kwon J.D.,"Corporate VP, Chief Legal Officer & General Counsel",55,1970,<NA>,0,0
ADP,Mr. Gus  Blanchard,Chief Marketing Officer,62,1963,<NA>,0,0
ADP,Mr. Jonathan  Lehberger,Corporate Controller & Principal Accounting Officer,52,1973,<NA>,0,0
ADP,Mr. Joseph  DeSilva Jr.,Executive VP of North America & Chief of Operations,50,1975,1668369,929487,0
ADP,Mr. Matthew John Keating C.F.A.,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
ADP,Mr. Michael Anthony Bonarti J.D.,Chief Administrative Officer,60,1965,1534451,7043104,0
ADP,Mr. Peter  Hadley,Chief Financial Officer,52,1973,<NA>,0,0
ADP,Mr. Sreenivasa  Kutam,President of Global Product & Innovation,55,1970,1353738,6312742,374683
ADP,Ms. Maria  Black,"President, CEO & DIrector",51,1974,4329391,2899961,0
ADSK,Dan  Drake,Founder,<NA>,<NA>,<NA>,0,0
ADSK,Dr. Andrew  Anagnost Ph.D.,"President, CEO & Director",60,1965,2708347,0,0
ADSK,Greg  Lutz,Founder,<NA>,<NA>,<NA>,0,0
ADSK,Mr. Carl  White,Senior VP Global Revenue Operations & CIO,<NA>,<NA>,<NA>,0,0
ADSK,Mr. Janesh  Moorjani,Executive VP & Chief Financial Officer,52,1973,638340,0,0
ADSK,Mr. Simon  Mays-Smith,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
ADSK,Mr. Steven M. Blum,Executive VP & COO,59,1966,1443021,0,0
ADSK,Ms. Rebecca  Pearce,Executive VP & Chief People Officer,47,1978,1014293,0,0
ADSK,Ms. Ruth Ann Keene J.D.,"Executive VP, Corporate Affairs, Chief Legal Officer & Corporate Secretary",56,1969,1093461,0,0
ADSK,Ms. Venmal  Arasu,Executive VP & CTO,55,1970,<NA>,0,0
AEE,Mr. Ajay K. Arora,Senior VP & Chief Development Officer of Ameren Missouri,<NA>,<NA>,<NA>,0,0
AEE,Mr. Andrew  Kirk,Senior Director of Investor Relations & Corporate Modeling,<NA>,<NA>,<NA>,0,0
AEE,Mr. David M. Feinberg J.D.,"Executive VP, General Counsel & Corporate Secretary",55,1970,<NA>,0,0
AEE,Mr. Kent C. Scott,Senior VP & Chief Nuclear Officer of Ameren Missouri Callaway Energy Center,<NA>,<NA>,<NA>,0,0
AEE,Mr. Leonard P. Singh,"Executive VP, CFO & President of Ameren Services",54,1971,1426137,0,0
AEE,Mr. Mark C. Lindgren,Executive VP of Corporate Communications & Chief Human Resources Officer of Ameren Services,57,1968,<NA>,0,0
AEE,Mr. Martin J. Lyons Jr.,"President, CEO & Chairman of the Board",58,1967,3864169,0,0
AEE,Mr. Michael L. Moehn,Group President of Ameren Utilities & Interim President of Ameren Missouri,55,1970,2081737,0,0
AEE,Mr. Tim  Lafser,"Senior Vice President of Energy Delivery, Operations & Technical Services",<NA>,<NA>,<NA>,0,0
AEE,Ms. Gwendolyn Goosby Mizell,Senior VP & Chief Sustainability Officer of Ameren Services,63,1962,<NA>,0,0
AEP,Mr. Chris  Brathwaite,VP & Chief Communications Officer,<NA>,<NA>,<NA>,0,0
AEP,Mr. Greg B. Hall,Executive VP & Chief Commercial Officer,53,1972,1131884,0,0
AEP,Mr. Johannes G. Eckert,Executive VP and Chief Information & Technology Officer,<NA>,<NA>,<NA>,0,0
AEP,Mr. Phillip R. Ulrich,Executive VP & Chief Human Resources Officer,54,1971,<NA>,0,0
AEP,Mr. Quinton  Lies,Executive Vice President of Nuclear Development,54,1971,<NA>,0,0
AEP,Mr. Robert B. Berntsen,Executive VP & General Counsel,55,1970,<NA>,0,0
AEP,Mr. Trevor Ian Mihalik CPA,Executive VP & CFO,58,1967,<NA>,0,0
AEP,Mr. William J. Fehrman,"Chairman, President & CEO",65,1960,3787878,0,0
AEP,Ms. Darcy  Reese,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
AEP,Ms. Kate  Sturgess,"Senior VP, Controller & Chief Accounting Officer",40,1985,<NA>,0,0
AES,Mr. Andres Ricardo Gluski Weilert Ph.D.,"President, CEO & Director",67,1958,3986759,891119,0
AES,Mr. Bernerd  Da Santos,Executive VP and President of US & Renewables,61,1964,1655648,613800,0
AES,Mr. Joel William Abramson,SVP of Mergers & Acquisitions and Strategy,<NA>,<NA>,<NA>,0,0
AES,Mr. Juan Ignacio Rubiolo,"EVP, President of Energy Infrastructure & Leader of International Markets",48,1977,1940254,0,0
AES,Mr. Paul L. Freedman,"Executive VP, General Counsel & Corporate Secretary",55,1970,<NA>,0,0
AES,Mr. Ricardo Manuel Falu,Executive Vice President & Chief Operating Officer,45,1980,1827717,0,0
AES,Mr. Stephen  Coughlin,Executive VP & CFO,53,1972,1598045,0,0
AES,Ms. Letitia D. Mendoza,Executive VP & Chief Human Resources Officer,49,1976,1415036,410766,487600
AES,Ms. Sherry L. Kohan,Senior VP & Chief Accounting Officer,55,1970,<NA>,0,0
AES,Ms. Susan Pasley Keppelman Harcourt,Vice President of Investor Relations,42,1983,<NA>,0,0
AFL,Mr. Bradley Eugene Dyslin C.F.A.,"Executive VP, Global Chief Investment Officer & President of Aflac Global Investments",59,1966,3628988,0,0
AFL,Mr. Bradley L. Knox,Senior VP & Counsel of Federal Relations,<NA>,<NA>,<NA>,0,0
AFL,Mr. Daniel Paul Amos,Chairman & CEO,73,1952,8868383,0,0
AFL,Mr. David A. Young,Vice President of Capital Markets,<NA>,<NA>,<NA>,0,0
AFL,Mr. Max Kristian  Broden C.F.A.,Senior EVP & CFO,45,1980,3702589,0,301950
AFL,Mr. Steven Kent  Beaver,Executive Vice President & CFO,60,1965,<NA>,0,0
AFL,"Mr. Timothy L. Callahan CISM, CISSP, CRISC",Senior VP & Chief Information Security Officer,<NA>,<NA>,<NA>,0,0
AFL,Mr. Virgil Raynard Miller,President,56,1969,2062249,0,0
AFL,Ms. Audrey Boone Tillman Esq.,"Senior EVP, & General Counsel",60,1965,2334721,2542299,1438410
AFL,"Ms. Robin Littrell Blackmon CPA, CGMA",SVP of Financial Services & Chief Accounting Officer,61,1964,<NA>,0,0
AIG,Mr. Charles Anthony Fry,Executive Vice President of Reinsurance & Risk Capital Optimization,53,1972,4090909,0,112880
AIG,Mr. Jon  Hancock,EVP & Chief Executive Officer of General Insurance,59,1966,4331770,0,4149007
AIG,Mr. Keith Francis Walsh,Executive VP & CFO,50,1975,3519165,0,0
AIG,Mr. Peter Salvatore Zaffino,CEO & Chairman,58,1967,10798442,40169144,29284024
AIG,Mr. Quentin John McMillan,"VP, MD & Head of Investor Relations",<NA>,<NA>,<NA>,0,0
AIG,Mr. Roshan  Navagamuwa,Executive VP & Chief Information Officer,47,1978,<NA>,0,0
AIG,Ms. Karen  Nelson,Chief Compliance Officer,<NA>,<NA>,<NA>,0,0
AIG,Ms. Kathleen  Carbone,VP & Chief Accounting Officer,53,1972,<NA>,0,0
AIG,Ms. Melissa  Twiningdavis,Executive VP & Chief Administrative Officer,55,1970,<NA>,0,0
AIG,Ms. Rose Marie E. Glazer J.D.,Executive VP & General Counsel,57,1968,<NA>,0,0
AIZ,Mr. Biju  Nair,Executive VP & President of Global Connected Living,59,1966,1548060,0,0
AIZ,Mr. Dimitry  DiRienzo,"Senior VP, Chief Accounting Officer & Controller",48,1977,<NA>,0,0
AIZ,Mr. Jay E. Rosenblum,Executive VP & Chief Legal Officer,58,1967,<NA>,0,0
AIZ,Mr. Joseph A. Surber III,Chief Technology Officer,<NA>,<NA>,<NA>,0,0
AIZ,Mr. Keith Roland Meier,Executive VP & CFO,55,1970,2205425,0,0
AIZ,Mr. Keith Warner Demmings,"President, CEO & Director",52,1973,5143002,0,0
AIZ,Mr. Michael P. Campbell,Executive VP & COO,57,1968,1534327,0,0
AIZ,Mr. Sean  Moshier,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
AIZ,Mr. Vadim  Lipovetsky,Chief Investment Officer,<NA>,<NA>,<NA>,0,0
AIZ,Ms. Stacie  Sherer,Vice President of Corporate Communications,<NA>,<NA>,<NA>,0,0
AJG,Mr. David R. Long,Vice President,73,1952,<NA>,0,0
AJG,Mr. Douglas K. Howell CPA,Corporate VP & CFO,63,1962,4689383,2995280,6954879
AJG,Mr. J. Patrick Gallagher Jr.,Chairman & CEO,73,1952,10585968,10741775,30856102
AJG,Mr. Mark H. Bloom,Corporate VP & Global Chief Information Officer,61,1964,<NA>,0,0
AJG,Mr. Patrick M. Gallagher,Executive VP & COO,45,1980,3922115,1326746,3343871
AJG,Mr. Raymond  Iardella,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
AJG,Mr. Richard C. Cary,Chief Accounting Officer & Controller,62,1963,<NA>,0,0
AJG,Mr. Thomas Joseph Gallagher,President,66,1959,5683256,9927631,14754634
AJG,Mr. Walter D. Bay,General Counsel & Secretary,62,1963,3890010,3122301,6834695
AJG,Ms. Linda J. Collins,Vice President of Corporate Communications,<NA>,<NA>,<NA>,0,0
AKAM,Dr. F. Thomson Leighton,"Co-Founder, CEO, President & Director",68,1957,1,0,0
AKAM,Dr. Robert  Blumofe Ph.D.,Executive VP & CTO,60,1965,511000,0,0
AKAM,Mr. Aaron S. Ahola,"Executive VP, General Counsel & Corporate Secretary",55,1970,450885,0,0
AKAM,Mr. Adam  Karon,COO & GM of Cloud Technology Group,53,1972,560539,0,0
AKAM,Mr. Edward J. McGowan CPA,"Executive VP, CFO & Treasurer",54,1971,525538,0,0
AKAM,Mr. Mani  Sundaram,Executive VP & GM of Security Technology Group,49,1976,490538,0,0
AKAM,Mr. Mark  Stoutenberg,Head of Investor Relations,<NA>,<NA>,<NA>,0,0
AKAM,Mr. Paul  Joseph,Executive Vice President of Global Sales & Services,51,1974,510538,0,0
AKAM,Ms. Kate  Prouty,Senior VP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
AKAM,Ms. Laura  Howell,Senior VP & Chief Accounting Officer,45,1980,<NA>,0,0
ALB,Autumn  Gagarinas,Chief People & Workplace Transformation Officer,<NA>,<NA>,<NA>,0,0
ALB,Mr. Ander  Krupa,General Counsel & Corporate Secretary,<NA>,<NA>,<NA>,0,0
ALB,Mr. Donald J. LaBauve Jr.,"Chief Accounting Officer, VP, Corporate Controller & CFO of Lithium Global Business Unit",58,1967,440431,0,189680
ALB,Mr. Eric W. Norris,Executive VP & Chief Commercial Officer,58,1967,1357962,0,52541
ALB,Mr. Jerry Kent Masters Jr.,"Chairman, President & CEO",65,1960,3987611,0,0
ALB,Mr. Mark R. Mummert,Chief Operations Officer,<NA>,<NA>,<NA>,0,0
ALB,Mr. Neal R. Sheorey,Chief Financial Officer,48,1977,1387159,0,0
ALB,Ms. Cynthia Renee Lima,Chief External Affairs & Communications Officer,63,1962,<NA>,0,0
ALB,Ms. Melissa H. Anderson,Chief Business Transformation Officer,60,1965,1142580,0,0
ALB,Ms. Meredith H. Bandy C.F.A.,Vice President of Investor Relations & Sustainability,<NA>,<NA>,<NA>,0,0
ALGN,Mr. Emory M. Wright,Executive Vice President of Direct Fabrication Platform & Operations,55,1970,998961,0,0
ALGN,Mr. John F. Morici,CFO & Executive VP of Global Finance,58,1967,1186952,0,0
ALGN,Mr. Joseph M. Hogan,"President, CEO & Director",68,1957,3472666,0,0
ALGN,Mr. Simon  Beard,MD for EMEA Region & Executive VP,58,1967,1030826,0,0
ALGN,Mr. Srini  Kaza,Executive Vice President of Research & Development,<NA>,<NA>,<NA>,0,0
ALGN,Mr. Stuart  Hockridge,Executive Vice President of Global Human Resources,53,1972,918860,0,0
ALGN,Mr. Zelko  Relic,Executive VP & CTO,60,1965,1064236,0,0
ALGN,Ms. Julie Ann Coletti J.D.,Executive VP and Chief Legal & Regulatory Officer,57,1968,1050194,0,0
ALGN,Ms. Shirley  Stacy,Vice President of Corporate Communications & Investor Relations,<NA>,<NA>,<NA>,0,0
ALGN,Ms. Sreelakshmi  Kolli,Executive VP & Chief Product and Digital Officer,50,1975,<NA>,0,0
ALL,Mr. Brent  Vandermause,Head of Investor Relations,<NA>,<NA>,<NA>,0,0
ALL,Mr. Eric Kyle Ferren,"Senior VP, Controller & Chief Accounting Officer",51,1974,<NA>,0,0
ALL,Mr. Jesse Edward Merten B.B.A.,Executive VP & President of Property-Liability,51,1974,3868991,1115006,3978950
ALL,Mr. John Charles Pintozzi,Senior VP of Accounting Special Projects,59,1966,<NA>,0,0
ALL,"Mr. John Edward Dugenske C.F.A., M.B.A.",Interim CFO and President of Investments & Corporate Strategy,58,1967,4194110,0,14899041
ALL,Mr. Mario  Rizzo CPA,Executive VP & COO,58,1967,4606419,1709102,19228228
ALL,Mr. Suren K. Gupta,"EVP, President of Protection Products & Enterprise Services",64,1961,1125977,1716842,15149851
ALL,Mr. Thomas Joseph Wilson II,"Chairman of the Board, President & CEO",67,1958,9511601,32068924,170075184
ALL,Ms. Andrea  Carter,Chief Human Resources Officer & Executive VP,55,1970,<NA>,0,0
ALL,Ms. Christine Marie DeBiase Esq.,"EVP, Chief Legal Officer & General Counsel",56,1969,2863135,0,396624
ALLE,Mr. David S. Ilardi,Senior Vice President of Allegion Americas,46,1979,983846,0,255958
ALLE,Mr. John H. Stone,"President, CEO & Director",54,1971,2420724,0,1456613
ALLE,"Mr. Joseph C. Blasko BSFS, J.D.",Senior VP & General Counsel,58,1967,<NA>,0,0
ALLE,Mr. Joshua Charles Pokrzywinski,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
ALLE,Mr. Michael J. Wagnes CPA,Senior VP & CFO,51,1974,1191162,0,550467
ALLE,Mr. Nickolas A. Musial,"VP, Controller & Chief Accounting Officer",44,1981,<NA>,0,0
ALLE,Mr. Timothy P. Eckersley,SVP & President of International,63,1962,1066057,1097537,248207
ALLE,Mr. Vincent M. Wenos,Senior VP & CTO,58,1967,<NA>,0,0
ALLE,Ms. Jennifer L. Hawes,Senior VP & Chief Human Resources Officer,43,1982,<NA>,0,0
ALLE,Ms. Tracy L. Kemp,Senior VP and Chief Information & Digital Officer,56,1969,<NA>,0,0
AMAT,Dr. Omkaram  Nalamasu Ph.D.,"SVP, CTO, President Applied Ventures, LLC & Chair of the Growth Technical Advisory Board",67,1958,1443365,0,0
AMAT,Dr. Prabu G. Raja Ph.D.,President of Semiconductor Products Group,62,1963,1872993,0,0
AMAT,Mr. Adam  Sanders,"VP, Corporate Controller & Chief Accounting Officer",53,1972,<NA>,0,0
AMAT,Mr. Brice A. Hill,"Senior VP, CFO & leads Global Information Services",58,1967,1774802,0,0
AMAT,Mr. Charles W. Read,Corporate VP of Business Units & Operations CFO,59,1966,<NA>,0,0
AMAT,Mr. Gary E. Dickerson,"President, CEO & Executive Director",68,1957,2704357,0,0
AMAT,Mr. Joseph M. Pon,Chief Public Affairs Officer and Corporate VP of Communications & Public Affairs,<NA>,<NA>,<NA>,0,0
AMAT,Mr. Ron  Naftali,Chief Technology Officer of Process Diagnostics & Control - Silicon Systems Group,<NA>,<NA>,<NA>,0,0
AMAT,Ms. Joji Sekhon Gill,Senior VP & Chief Human Resources Officer,60,1965,<NA>,0,0
AMAT,Ms. Teri A. Little J.D.,"Senior VP, Chief Legal Officer & Corporate Secretary",60,1965,2699177,0,0
AMCR,Dr. Susana  Suarez-Gonzalez Ph.D.,Executive VP & Chief Human Resources Officer,55,1970,1772542,0,0
AMCR,Ernesto  Duran,Head of Global Communications,<NA>,<NA>,<NA>,0,0
AMCR,"Mr. Ian G. Wilson LLB (Hons), LLM",Executive Vice President of Strategic Development,67,1958,1628032,93088,0
AMCR,Mr. L. Frederick Stephan,Chief Operating Officer of Global Flexible Packaging Solutions,60,1965,1682252,0,0
AMCR,"Mr. Michael  John Casamento BBus (Acct), CPA, GradCert Mktg, MBA",Advisor,54,1971,2461792,0,0
AMCR,"Mr. Peter  Konieczny Dip Eng, MBA, MSc Mech Eng",CEO & Director,59,1966,3581407,0,0
AMCR,Mr. Stephen R. Scherger,CFO & Executive VP,61,1964,<NA>,0,0
AMCR,Ms. Deborah M. Rasin J.D.,Executive VP & General Counsel,58,1967,<NA>,0,0
AMCR,Ms. Laurel  Spencer,Senior Vice President of Global Sales and Marketing,<NA>,<NA>,<NA>,0,0
AMCR,Ms. Tracey  Whitehead,Global Head of Investor Relations,<NA>,<NA>,<NA>,0,0
AMD,Dr. Lisa T. Su Ph.D.,"Chair, President & CEO",55,1970,3062598,47792792,29753624
AMD,Mr. Forrest E. Norrod,Executive VP & GM of the Data Center Solutions Business Group,60,1965,1428233,9752057,4760712
AMD,Mr. Hasmukh  Ranjan,Senior VP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
AMD,Mr. Keivan  Keshvari,Senior Vice President of Global Operations & Quality,<NA>,<NA>,<NA>,0,0
AMD,Mr. Mark D. Papermaster,CTO and Executive VP of Technology & Engineering,63,1962,1694362,15503578,20029298
AMD,Mr. Matthew D. Ramsay,Vice President of Financial Strategy & Investor Relations,<NA>,<NA>,<NA>,0,0
AMD,Ms. Ava M. Hahn J.D.,"Senior VP, General Counsel & Corporate Secretary",52,1973,2978858,0,0
AMD,Ms. Emily  Ellis,"Corporate VP, Chief Accounting Officer & Principal Accounting Officer",43,1982,<NA>,0,0
AMD,Ms. Jean X. Hu Ph.D.,"Executive VP, CFO & Treasurer",62,1963,1429427,0,97947
AMD,Ms. Ruth  Cotter,Senior VP & Chief Administrative Officer,<NA>,<NA>,<NA>,0,0
AME,Mr. Dalip Mohan Puri,Executive VP & CFO,52,1973,1074448,0,1707640
AME,Mr. David A. Zapico,Chairman of the Board & CEO,60,1965,3947027,14068204,17511104
